0.7513,0.2487,1,0.7513,0.0832,0.1655,-5.8915,0.687,6.2045,0.054,0.446,0.446,0.054
0.2551,0.7449,1,0.2551,-0.7151,1.46,4.2825,-5.1027,1.8203,0.0615,0.4385,0.4385,0.0615
0.506,0.494,1,0.506,0.0059,0.4881,-0.0242,0.0117,1.0124,0.1666,0.3334,0.3334,0.1666
0.6991,0.3009,1,0.6991,0.0857,0.2152,-1.9936,0.3269,2.6667,0.1039,0.3961,0.3961,0.1039
0.8909,0.1091,1,0.8909,0.0479,0.0612,3.2522,-0.1148,-2.1374,-0.3574,0.8574,0.8574,-0.3574
0.9593,0.0407,1,0.9593,0.0195,0.0212,2.2782,-0.0254,-1.2528,-1.6344,2.1344,2.1344,-1.6344
0.5472,0.4528,1,0.5472,0.0391,0.4137,-0.2047,0.0803,1.1245,0.1637,0.3363,0.3363,0.1637
0.1386,0.8614,1,0.1386,-2.2461,3.1075,-6.4297,7.9183,-0.4886,-0.198,0.698,0.698,-0.198
0.1493,0.8507,1,0.1493,-1.9983,2.849,-6.7706,8.3981,-0.6275,-0.1561,0.6561,0.6561,-0.1561
0.2575,0.7425,1,0.2575,-0.6992,1.4417,4.0018,-4.7515,1.7498,0.0641,0.4359,0.4359,0.0641
0.8407,0.5,1,0.8407,0.3513,0.1487,-0.4053,-0.5947,2,0.1667,0,0.6667,0.1667
0.2543,0.5,1,0.2543,0.0085,0.4915,0.9662,-1.9662,2,0.1667,0,0.6667,0.1667
0.8143,0.5,1,0.8143,0.3465,0.1535,-0.386,-0.614,2,0.1667,0,0.6667,0.1667
0.2435,0.5,1,0.2435,-0.0133,0.5133,1.0534,-2.0534,2,0.1667,0,0.6667,0.1667
0.9293,0.5,1,0.9293,0.3655,0.1345,-0.462,-0.538,2,0.1667,0,0.6667,0.1667
0.35,0.5,1,0.35,0.1429,0.3571,0.4286,-1.4286,2,0.1667,0,0.6667,0.1667
0.1966,0.5,1,0.1966,-0.1358,0.6358,1.5432,-2.5432,2,0.1667,0,0.6667,0.1667
0.2511,0.5,1,0.2511,0.0022,0.4978,0.9912,-1.9912,2,0.1667,0,0.6667,0.1667
0.616,0.5,1,0.616,0.2971,0.2029,-0.1883,-0.8117,2,0.1667,0,0.6667,0.1667
0.4733,0.5,1,0.4733,0.2359,0.2641,0.0564,-1.0564,2,0.1667,0,0.6667,0.1667
0.5,0,1,0.5,-1.0979,1.0979,-0.9554,1.5,0.4554,0.0908,0.6667,0.0759,0.1667
0.5,0,1,0.5,-1.5432,1.5432,-0.824,1.5,0.324,0.1127,0.6667,0.054,0.1667
0.5,0,1,0.5,-0.157,0.157,-3.6848,1.5,3.1848,-0.3641,0.6667,0.5308,0.1667
0.5,0,1,0.5,-0.1069,0.1069,-5.1752,1.5,4.6752,-0.6125,0.6667,0.7792,0.1667
0.5,0,1,0.5,-0.0892,0.0892,-6.104,1.5,5.604,-0.7673,0.6667,0.934,0.1667
0.5,0,1,0.5,-0.6415,0.6415,-1.2794,1.5,0.7794,0.0368,0.6667,0.1299,0.1667
0.5,0,1,0.5,-0.1465,0.1465,-3.9128,1.5,3.4128,-0.4021,0.6667,0.5688,0.1667
0.5,0,1,0.5,-0.1775,0.1775,-3.3164,1.5,2.8164,-0.3027,0.6667,0.4694,0.1667
0.5,0,1,0.5,-7.0028,7.0028,-0.5714,1.5,0.0714,0.1548,0.6667,0.0119,0.1667
0.5,0,1,0.5,-0.2472,0.2472,-2.5226,1.5,2.0226,-0.1704,0.6667,0.3371,0.1667
1,0.5,1,1,0.375,0.125,-0.5413,-0.5138,2.0551,0.1667,0.0045,0.6667,0.1622
1,0.5,1,1,0.375,0.125,0.6853,-0.1049,0.4197,0.1667,-0.6276,0.6667,0.7943
1,0.5,1,1,0.375,0.125,0.1967,-0.2678,1.0711,0.1667,-0.1445,0.6667,0.3112
1,0.5,1,1,0.375,0.125,0.527,-0.1577,0.6307,0.1667,-0.3618,0.6667,0.5285
1,0.5,1,1,0.375,0.125,-0.5097,-0.5032,2.0129,0.1667,0.0011,0.6667,0.1656
1,0.5,1,1,0.375,0.125,0.5847,-0.1384,0.5537,0.1667,-0.4353,0.6667,0.602
1,0.5,1,1,0.375,0.125,0.0494,-0.3169,1.2674,0.1667,-0.0963,0.6667,0.263
1,0.5,1,1,0.375,0.125,0.6178,-0.1274,0.5096,0.1667,-0.4874,0.6667,0.6541
1,0.5,1,1,0.375,0.125,0.6373,-0.1209,0.4837,0.1667,-0.5225,0.6667,0.6892
1,0.5,1,1,0.375,0.125,0.6659,-0.1114,0.4455,0.1667,-0.5815,0.6667,0.7482
0.5,0.5,1,0.5,0.13,0.37,0,-0.3515,1.3515,0.1667,0.2162,0.4505,0.1667
0.5,0.5,1,0.5,-1.4889,1.9889,0,0.7486,0.2514,0.1667,0.5829,0.0838,0.1667
0.5,0.5,1,0.5,-0.2278,0.7278,0,0.313,0.687,0.1667,0.4377,0.229,0.1667
0.5,0.5,1,0.5,0.3175,0.1825,0,-1.7399,2.7399,0.1667,-0.2466,0.9133,0.1667
0.5,0.5,1,0.5,-0.5936,1.0936,0,0.5428,0.4572,0.1667,0.5143,0.1524,0.1667
0.5,0.5,1,0.5,0.2982,0.2018,0,-1.4774,2.4774,0.1667,-0.1591,0.8258,0.1667
0.5,0.5,1,0.5,0.1904,0.3096,0,-0.6149,1.6149,0.1667,0.1284,0.5383,0.1667
0.5,0.5,1,0.5,0.3327,0.1673,0,-1.9883,2.9883,0.1667,-0.3294,0.9961,0.1667
0.5,0.5,1,0.5,-1.6313,2.1313,0,0.7654,0.2346,0.1667,0.5885,0.0782,0.1667
0.5,0.5,1,0.5,0.1235,0.3765,0,-0.3281,1.3281,0.1667,0.224,0.4427,0.1667
0.3333,0.6667,1,0.3333,-0.3333,1,1,-1,1,0.125,0.375,0.375,0.125
0.25,0.5,1,0.25,0,0.5,1,-2,2,0.1667,0,0.6667,0.1667
0.5,0,1,0.5,-1,1,-1,1.5,0.5,0.0833,0.6667,0.0833,0.1667
1,0.5,1,1,0.375,0.125,-0.5,-0.5,2,0.1667,0,0.6667,0.1667
0.5,0.5,1,0.5,0,0.5,0,0,1,0.1667,0.3333,0.3333,0.1667
